# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
W3030I00260	Gene_33260_34828	W303_0I00260	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
W3030I00270	Gene_35147_36811	W303_0I00270	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
W3030I00280	Gene_37605_40517	W303_0I00280	protein_coding	0	6	4	1	0	0	0	1	0	4	0	0	0	0	6	0
W3030I00290	Gene_40648_42129	W303_0I00290	protein_coding	0	0	0	12	0	0	0	10	0	0	0	0	0	0	0	2
W3030I00300	Gene_42632_44485	W303_0I00300	protein_coding	1	0	0	11	0	0	0	1	1	0	0	0	0	0	0	10
W3030I00310	Gene_44799_45146	W303_0I00310	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030I00320	Gene_45491_48484	W303_0I00320	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
W3030I00330	Gene_48799_50277	W303_0I00330	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030I00340	Gene_51002_53023	W303_0I00340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030I00360	Gene_56321_59182	W303_0I00360	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030I00370	Gene_59506_60810	W303_0I00370	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030I00380	Gene_60967_61689	W303_0I00380	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030I00390	Gene_62338_63611	W303_0I00390	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030I00400	Gene_63944_64402	W303_0I00400	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030I00410	Gene_64678_67848	W303_0I00410	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
W3030I00420	Gene_68447_68968	W303_0I00420	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030I00430	Gene_69558_70688	W303_0I00430	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030I00580	Gene_94629_95384	W303_0I00580	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030I00590	Gene_95608_96837	W303_0I00590	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030I00600	Gene_97092_97481	W303_0I00600	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030I00610	Gene_97874_99514	W303_0I00610	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
W3030I00620	Gene_99810_100634	W303_0I00620	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030I00630	Gene_101182_102081	W303_0I00630	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030I00640	Gene_102292_102798	W303_0I00640	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030I00650	Gene_102942_103538	W303_0I00650	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030I00660	Gene_103803_104672	W303_0I00660	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030I00670	Gene_105541_106605	W303_0I00670	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
W3030I00680	Gene_108283_110553	W303_0I00680	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030I00690	Gene_112539_112757	W303_0I00690	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030I00700	Gene_113013_116345	W303_0I00700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030I00710	Gene_116766_117821	W303_0I00710	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030Q00100	Gene_1_1377	W303_0Q00100	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
W3030Q00110	Gene_1957_3102	W303_0Q00110	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030Q00120	Gene_3706_4824	W303_0Q00120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030U00100	Gene_1158_1580	W303_0U00100	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030U00110	Gene_1789_2631	W303_0U00110	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030U00120	Gene_3102_4712	W303_0U00120	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030U00130	Gene_5306_6142	W303_0U00130	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030W00330	Gene_47707_50121	W303_0W00330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030W00340	Gene_50659_52419	W303_0W00340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030W00350	Gene_53162_56629	W303_0W00350	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
W3030W00360	Gene_56837_59419	W303_0W00360	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030X00500	Gene_87770_89824	W303_0X00500	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030X00510	Gene_90202_90771	W303_0X00510	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030X00520	Gene_90934_91539	W303_0X00520	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030X00530	Gene_91687_92238	W303_0X00530	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030X00540	Gene_92542_93045	W303_0X00540	protein_coding	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
W3030X00550	Gene_93181_94653	W303_0X00550	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030X00560	Gene_95241_96098	W303_0X00560	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030X00570	Gene_96223_97503	W303_0X00570	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
