satellite_gene_id	satellite_gene_name	erg_gene_id	erg_gene_name	scaffold	distance	distance_kb	relative_position	satellite_start	satellite_end	erg_start	erg_end	satellite_product	zone
	YGR009C		YGR060W	w303_scaffold_7	99696	99.7	upstream	506041	507996	607692	608621	hypothetical protein	satellite
	YGR010W		YGR060W	w303_scaffold_7	97966	97.97	upstream	508539	509726	607692	608621	hypothetical protein	satellite
	YGR012W		YGR060W	w303_scaffold_7	96358	96.36	upstream	510153	511334	607692	608621	hypothetical protein	satellite
	YGR013W		YGR060W	w303_scaffold_7	94282	94.28	upstream	511548	513410	607692	608621	hypothetical protein	satellite
	YGR014W		YGR060W	w303_scaffold_7	89835	89.83	upstream	513937	517857	607692	608621	hypothetical protein	satellite
	YGR015C		YGR060W	w303_scaffold_7	88622	88.62	upstream	518084	519070	607692	608621	hypothetical protein	satellite
	YGR016W		YGR060W	w303_scaffold_7	87865	87.86	upstream	519255	519827	607692	608621	hypothetical protein	satellite
	YGR017W		YGR060W	w303_scaffold_7	86018	86.02	upstream	520781	521674	607692	608621	hypothetical protein	satellite
	YGR019W		YGR060W	w303_scaffold_7	84054	84.05	upstream	522223	523638	607692	608621	hypothetical protein	satellite
	YGR020C		YGR060W	w303_scaffold_7	83369	83.37	upstream	523967	524323	607692	608621	hypothetical protein	satellite
	YGR021W		YGR060W	w303_scaffold_7	82194	82.19	upstream	524626	525498	607692	608621	hypothetical protein	satellite
	YGR023W		YGR060W	w303_scaffold_7	79692	79.69	upstream	526258	528000	607692	608621	hypothetical protein	satellite
			YGR060W	w303_scaffold_7	78930	78.93	upstream	528691	528762	607692	608621		satellite
	YGR024C		YGR060W	w303_scaffold_7	78015	78.02	upstream	528964	529677	607692	608621	hypothetical protein	satellite
	YGR026W		YGR060W	w303_scaffold_7	76790	76.79	upstream	530066	530902	607692	608621	hypothetical protein	satellite
	YGR027C		YGR060W	w303_scaffold_7	76152	76.15	upstream	531214	531540	607692	608621	hypothetical protein	satellite
			YGR060W	w303_scaffold_7	73231	73.23	upstream	533139	534461	607692	608621	hypothetical protein	satellite
			YGR060W	w303_scaffold_7	68689	68.69	upstream	538932	539003	607692	608621		satellite
	YGR028W		YGR060W	w303_scaffold_7	67319	67.32	upstream	539285	540373	607692	608621	hypothetical protein	satellite
	YGR029W		YGR060W	w303_scaffold_7	66405	66.41	upstream	540653	541287	607692	608621	hypothetical protein	satellite
			YGR060W	w303_scaffold_7	65962	65.96	upstream	541659	541730	607692	608621		satellite
	YGR030C		YGR060W	w303_scaffold_7	64453	64.45	upstream	542763	543239	607692	608621	hypothetical protein	satellite
	YGR031W		YGR060W	w303_scaffold_7	63141	63.14	upstream	543523	544551	607692	608621	hypothetical protein	satellite
	YGR032W		YGR060W	w303_scaffold_7	56659	56.66	upstream	545346	551033	607692	608621	hypothetical protein	satellite
	YGR033C		YGR060W	w303_scaffold_7	55643	55.64	upstream	551330	552049	607692	608621	hypothetical protein	satellite
	YGR034W		YGR060W	w303_scaffold_7	53892	53.89	upstream	552894	553800	607692	608621	hypothetical protein	satellite
	YGR035C		YGR060W	w303_scaffold_7	53142	53.14	upstream	554200	554550	607692	608621	hypothetical protein	satellite
	YGR036C		YGR060W	w303_scaffold_7	51696	51.7	upstream	555277	555996	607692	608621	hypothetical protein	satellite
			YGR060W	w303_scaffold_7	50570	50.57	upstream	556859	557122	607692	608621	hypothetical protein	satellite
			YGR060W	w303_scaffold_7	50696	50.7	downstream	659317	659388	607692	608621		satellite
	YGR090W		YGR060W	w303_scaffold_7	51305	51.3	downstream	659926	663639	607692	608621	hypothetical protein	satellite
	YGR091W		YGR060W	w303_scaffold_7	55288	55.29	downstream	663909	665393	607692	608621	hypothetical protein	satellite
	YGR092W		YGR060W	w303_scaffold_7	57136	57.14	downstream	665757	667475	607692	608621	hypothetical protein	satellite
	YGR093W		YGR060W	w303_scaffold_7	59335	59.34	downstream	667956	669479	607692	608621	hypothetical protein	satellite
	YGR094W		YGR060W	w303_scaffold_7	61133	61.13	downstream	669754	673068	607692	608621	hypothetical protein	satellite
	YGR095C		YGR060W	w303_scaffold_7	64620	64.62	downstream	673241	674011	607692	608621	hypothetical protein	satellite
	YGR096W		YGR060W	w303_scaffold_7	65570	65.57	downstream	674191	675135	607692	608621	hypothetical protein	satellite
	YGR097W		YGR060W	w303_scaffold_7	67645	67.64	downstream	676266	679706	607692	608621	hypothetical protein	satellite
	YGR098C		YGR060W	w303_scaffold_7	71516	71.52	downstream	680137	685029	607692	608621	hypothetical protein	satellite
	YGR099W		YGR060W	w303_scaffold_7	76849	76.85	downstream	685470	687536	607692	608621	hypothetical protein	satellite
	YGR100W		YGR060W	w303_scaffold_7	79194	79.19	downstream	687815	690667	607692	608621	hypothetical protein	satellite
	YGR101W		YGR060W	w303_scaffold_7	82312	82.31	downstream	690933	691973	607692	608621	hypothetical protein	satellite
	YGR102C		YGR060W	w303_scaffold_7	83533	83.53	downstream	692154	692705	607692	608621	hypothetical protein	satellite
	YGR103W		YGR060W	w303_scaffold_7	84366	84.37	downstream	692987	694804	607692	608621	hypothetical protein	satellite
	YGR104C		YGR060W	w303_scaffold_7	86394	86.39	downstream	695015	695938	607692	608621	hypothetical protein	satellite
	YGR105W		YGR060W	w303_scaffold_7	87548	87.55	downstream	696169	696402	607692	608621	hypothetical protein	satellite
	YGR106C		YGR060W	w303_scaffold_7	87913	87.91	downstream	696534	697355	607692	608621	hypothetical protein	satellite
			YGR060W	w303_scaffold_7	89666	89.67	downstream	698287	698368	607692	608621		satellite
			YGR060W	w303_scaffold_7	89943	89.94	downstream	698564	698659	607692	608621		satellite
			YGR060W	w303_scaffold_7	90474	90.47	downstream	699095	700417	607692	608621	hypothetical protein	satellite
			YGR060W	w303_scaffold_7	93533	93.53	downstream	702154	704364	607692	608621	hypothetical protein	satellite
			YGR060W	w303_scaffold_7	98558	98.56	downstream	707179	708594	607692	608621	hypothetical protein	satellite
			YGR175C	w303_scaffold_7	99494	99.49	upstream	746931	747002	846496	847986		satellite
	YGR123C		YGR175C	w303_scaffold_7	97701	97.7	upstream	747254	748795	846496	847986	hypothetical protein	satellite
			YGR175C	w303_scaffold_7	96709	96.71	upstream	749714	749787	846496	847986		satellite
	YGR124W		YGR175C	w303_scaffold_7	94242	94.24	upstream	750536	752254	846496	847986	hypothetical protein	satellite
	YGR125W		YGR175C	w303_scaffold_7	90471	90.47	upstream	752915	756025	846496	847986	hypothetical protein	satellite
	YGR126W		YGR175C	w303_scaffold_7	89379	89.38	upstream	756425	757117	846496	847986	hypothetical protein	satellite
	YGR127W		YGR175C	w303_scaffold_7	88179	88.18	upstream	757379	758317	846496	847986	hypothetical protein	satellite
	YGR128C		YGR175C	w303_scaffold_7	85824	85.82	upstream	758531	760672	846496	847986	hypothetical protein	satellite
	YGR129W		YGR175C	w303_scaffold_7	84868	84.87	upstream	760981	761628	846496	847986	hypothetical protein	satellite
	YGR130C		YGR175C	w303_scaffold_7	82006	82.01	upstream	761974	764490	846496	847986	hypothetical protein	satellite
	YGR131W		YGR175C	w303_scaffold_7	80599	80.6	upstream	765373	765897	846496	847986	hypothetical protein	satellite
	YGR132C		YGR175C	w303_scaffold_7	79397	79.4	upstream	766236	767099	846496	847986	hypothetical protein	satellite
	YGR133W		YGR175C	w303_scaffold_7	78402	78.4	upstream	767543	768094	846496	847986	hypothetical protein	satellite
	YGR134W		YGR175C	w303_scaffold_7	74711	74.71	upstream	768417	771785	846496	847986	hypothetical protein	satellite
	YGR135W		YGR175C	w303_scaffold_7	73681	73.68	upstream	772039	772815	846496	847986	hypothetical protein	satellite
	YGR136W		YGR175C	w303_scaffold_7	72696	72.7	upstream	773075	773800	846496	847986	hypothetical protein	satellite
	YGR138C		YGR175C	w303_scaffold_7	70243	70.24	upstream	774409	776253	846496	847986	hypothetical protein	satellite
	YGR140W		YGR175C	w303_scaffold_7	65550	65.55	upstream	778076	780946	846496	847986	hypothetical protein	satellite
	YGR141W		YGR175C	w303_scaffold_7	63877	63.88	upstream	781216	782619	846496	847986	hypothetical protein	satellite
	YGR142W		YGR175C	w303_scaffold_7	62163	62.16	upstream	783101	784333	846496	847986	hypothetical protein	satellite
			YGR175C	w303_scaffold_7	61428	61.43	upstream	784996	785068	846496	847986		satellite
	YGR143W		YGR175C	w303_scaffold_7	58341	58.34	upstream	785840	788155	846496	847986	hypothetical protein	satellite
			YGR175C	w303_scaffold_7	56162	56.16	upstream	790263	790334	846496	847986		satellite
	YGR144W		YGR175C	w303_scaffold_7	54470	54.47	upstream	791046	792026	846496	847986	hypothetical protein	satellite
	YGR145W		YGR175C	w303_scaffold_7	51959	51.96	upstream	792414	794537	846496	847986	hypothetical protein	satellite
	YGR146C		YGR175C	w303_scaffold_7	50991	50.99	upstream	794870	795505	846496	847986	hypothetical protein	satellite
	YGR200C		YGR175C	w303_scaffold_7	52025	52.02	downstream	900011	902377	846496	847986	hypothetical protein	satellite
	YGR201C		YGR175C	w303_scaffold_7	54641	54.64	downstream	902627	903451	846496	847986	hypothetical protein	satellite
	YGR202C		YGR175C	w303_scaffold_7	55595	55.59	downstream	903581	904855	846496	847986	hypothetical protein	satellite
	YGR203W		YGR175C	w303_scaffold_7	57358	57.36	downstream	905344	905790	846496	847986	hypothetical protein	satellite
	YGR204W		YGR175C	w303_scaffold_7	58055	58.05	downstream	906041	908881	846496	847986	hypothetical protein	satellite
	YGR205W		YGR175C	w303_scaffold_7	61334	61.33	downstream	909320	910192	846496	847986	hypothetical protein	satellite
	YGR206W		YGR175C	w303_scaffold_7	62553	62.55	downstream	910539	910844	846496	847986	hypothetical protein	satellite
	YGR207C		YGR175C	w303_scaffold_7	62964	62.96	downstream	910950	911735	846496	847986	hypothetical protein	satellite
	YGR208W		YGR175C	w303_scaffold_7	64004	64.0	downstream	911990	912919	846496	847986	hypothetical protein	satellite
	YGR209C		YGR175C	w303_scaffold_7	65034	65.03	downstream	913020	913334	846496	847986	hypothetical protein	satellite
	YGR210C		YGR175C	w303_scaffold_7	65624	65.62	downstream	913610	914845	846496	847986	hypothetical protein	satellite
	YGR211W		YGR175C	w303_scaffold_7	67362	67.36	downstream	915348	916808	846496	847986	hypothetical protein	satellite
	YGR212W		YGR175C	w303_scaffold_7	69161	69.16	downstream	917147	918553	846496	847986	hypothetical protein	satellite
	YGR213C		YGR175C	w303_scaffold_7	70633	70.63	downstream	918619	919572	846496	847986	hypothetical protein	satellite
	YGR214W		YGR175C	w303_scaffold_7	72696	72.7	downstream	920682	921895	846496	847986	hypothetical protein	satellite
	YGR215W		YGR175C	w303_scaffold_7	74296	74.3	downstream	922282	922614	846496	847986	hypothetical protein	satellite
	YGR216C		YGR175C	w303_scaffold_7	74754	74.75	downstream	922740	924569	846496	847986	hypothetical protein	satellite
	YGR217W		YGR175C	w303_scaffold_7	76817	76.82	downstream	924803	930922	846496	847986	hypothetical protein	satellite
			YGR175C	w303_scaffold_7	83074	83.07	downstream	931060	931130	846496	847986		satellite
	YGR218W		YGR175C	w303_scaffold_7	84662	84.66	downstream	932648	935902	846496	847986	hypothetical protein	satellite
	YGR220C		YGR175C	w303_scaffold_7	88195	88.19	downstream	936181	936990	846496	847986	hypothetical protein	satellite
	YGR221C		YGR175C	w303_scaffold_7	89245	89.25	downstream	937231	939099	846496	847986	hypothetical protein	satellite
	YGR222W		YGR175C	w303_scaffold_7	92044	92.04	downstream	940030	940911	846496	847986	hypothetical protein	satellite
	YGR223C		YGR175C	w303_scaffold_7	92990	92.99	downstream	940976	942322	846496	847986	hypothetical protein	satellite
	YGR224W		YGR175C	w303_scaffold_7	94927	94.93	downstream	942913	944754	846496	847986	hypothetical protein	satellite
	YGR225W		YGR175C	w303_scaffold_7	97266	97.27	downstream	945252	946481	846496	847986	hypothetical protein	satellite
	YGR227W		YGR175C	w303_scaffold_7	99541	99.54	downstream	947527	949104	846496	847986	hypothetical protein	satellite
